frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.sack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len,ip.proto,ip.ttl,class,label
3.1e-05,720.04732,70,10.5.126.164,10.5.126.56,43957,1883,0x00000018,60.017015,2,27,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00,2.0,512,0x0000110f,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0.0,0.0,12.0,0.0,0.0,0,0.0,0.0,0.0,6,64,patientMonitoring,0
0.0,6.334028,54,192.168.1.90,192.168.1.91,54564,1883,0x00000010,0.0,0,7177,0.0,0.0,0.0,0.0,1,0,0,0,0,0,20,0,0.0,4091,0x0000085e,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,64,Attack,1
0.993272,4553.037541,78,10.5.126.145,10.5.126.56,38197,1883,0x00000018,1.988412,10,155,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:37:30,10.0,512,0x00001104,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,8.0,170.0,3.0,0.0,0.0,ECG,3.0,0.0,0.0,6,64,patientMonitoring,0
0.000232,2048.961347,80,10.5.126.146,10.5.126.56,39593,1883,0x00000018,2.000361,12,73,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12.0,512,0x00001107,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10.0,0.0,3.0,0.0,0.0,AirFlow,7.0,0.0,0.0,6,64,patientMonitoring,0
0.0,41.435707,158,192.168.1.90,192.168.1.91,54566,1883,0x00000018,0.0,104,16425,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,30:30:0f:91:38:42:43:45:66:32:37:44:39:66:64:62:36:32:66:42:42:63:63:43:33:62:30:43:31:41:65:38:41:30:37:42:38:39:44:34:63:32:45:33:63:65:64:61:33:34:43:35:34:43:41:39:32:66:62:30:62:31:66:34:41:46:38:31:37:35:66:63:61:38:46:39:46:30:43:36:30:62:33:32:39:46:37:41:36:34:63:63:31:46:42:31:32:65:31:32:32:36:42:34,173.0,4096,0x0000a9b4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,170.0,8BCEf27D9fdb62fBBccC3b0C1Ae8A07B89D4c2E3ceda34C54CA92fb0b1f4AF8175fca8F9F0C60b329F7A64cc1FB12e1226B4,3.0,1.0,0.0,mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/3985/10000,66.0,0.0,0.0,6,64,Attack,1
4.3e-05,1050.820176,79,10.5.126.157,10.5.126.84,37755,1883,0x00000018,2.999768,11,1439,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:09:00:04:46:69:72:65:0a:f2:30,11.0,512,0x0000112d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,9.0,0.0,3.0,1.0,0.0,Fire,4.0,0.0,0.0,6,64,environmentMonitoring,0
3.1e-05,5.218893,212,192.168.1.90,192.168.1.91,54548,1883,0x00000018,3.1e-05,158,5049,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,32:9b:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:34:2f:64:61:74:61:2f:31:32:36:33:2f:31:30:30:30:30:04:ef:44:30:37:38:41:30:41:43:31:44:36:62:63:32:44:42:33:35:35:36:63:39:41:32:46:64:35:35:44:33:65:42:64:64:45:64:37:39:64:62:34:44:36:63:35:45:38:44:45:43:64:65:36:42:37:46:63:62:66:43:37:30:39:66:45:37:65:65:34:36:39:63:36:32:36:41:62:44:32:35:31:42:35:44:65:37,158.0,4095,0x0000e69d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,155.0,D078A0AC1D6bc2DB3556c9A2Fd55D3eBddEd79db4D6c5E8DECde6B7FcbfC709fE7ee469c626AbD251B5De7,3.0,1.0,0.0,mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/1263/10000,65.0,0.0,0.0,6,64,Attack,1
0.000249,1816.959711,78,10.5.126.145,10.5.126.56,38937,1883,0x00000018,1.998144,10,65,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:37:33,10.0,512,0x00001104,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,8.0,173.0,3.0,0.0,0.0,ECG,3.0,0.0,0.0,6,64,patientMonitoring,0
0.001174,4338.028998,80,10.5.126.146,10.5.126.56,42449,1883,0x00000018,1.98615,12,149,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12.0,512,0x00001107,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10.0,0.0,3.0,0.0,0.0,AirFlow,7.0,0.0,0.0,6,64,patientMonitoring,0
1e-06,366.541158,60,192.168.1.91,192.168.1.90,1883,52591,0x00000011,6e-06,0,31,1.0,0.0,0.0,0.0,1,1,0,0,0,0,20,0,0.0,513,0x00005fff,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
0.000194,2867.028927,78,10.5.126.165,10.5.126.56,39859,1883,0x00000018,1.9959,10,99,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:35:37,10.0,512,0x00001118,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,8.0,157.0,3.0,0.0,0.0,ECG,3.0,0.0,0.0,6,64,patientMonitoring,0
2.9e-05,2817.028153,80,10.5.126.166,10.5.126.56,46547,1883,0x00000018,2.000622,12,97,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12.0,512,0x0000111b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10.0,0.0,3.0,0.0,0.0,AirFlow,7.0,0.0,0.0,6,64,patientMonitoring,0
4e-06,28.715951,86,192.168.1.91,192.168.1.90,1883,54557,0x00000018,4e-06,32,491853,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,40:02:0b:26:40:02:0b:27:40:02:0b:28:40:02:0b:29:40:02:0b:2a:40:02:0b:2b:40:02:0b:2c:40:02:0b:2d,4.0,508,0x00007e55,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
3e-06,58.720518000000006,54,192.168.1.90,192.168.1.91,54564,1883,0x00000010,3e-06,0,26641,0.0,0.0,0.0,0.0,1,0,0,0,0,0,20,0,0.0,4088,0x00003ec7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,64,Attack,1
0.000168,4515.057685,77,10.5.126.147,10.5.126.56,38323,1883,0x00000018,1.997885,9,155,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:32,9.0,512,0x00001105,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,7.0,52.0,3.0,0.0,0.0,EMG,3.0,0.0,0.0,6,64,patientMonitoring,0
0.000338,8.597386,221,192.168.1.90,192.168.1.91,54563,1883,0x00000018,0.000592,167,6889,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,32:a4:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:31:37:32:32:2f:31:30:30:30:30:06:ba:41:32:30:44:31:34:44:46:45:41:35:33:66:44:46:64:33:32:46:37:39:36:62:30:46:46:31:44:43:33:43:61:63:37:31:35:38:63:63:61:66:34:44:62:33:33:38:33:43:62:61:46:64:44:61:46:45:39:35:44:62:46:30:30:37:46:66:46:33:42:66:31:41:43:43:62:63:65:42:61:65:39:36:31:46:38:39:42:64:38:37:64:61:31:46,167.0,4095,0x000086f8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,164.0,A20D14DFEA53fDFd32F796b0FF1DC3Cac7158ccaf4Db3383CbaFdDaFE95DbF007FfF3Bf1ACCbceBae961F89Bd87da1F,3.0,1.0,0.0,mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1722/10000,65.0,0.0,0.0,6,64,Attack,1
8.4e-05,50.354476,1514,192.168.1.90,192.168.1.91,54564,1883,0x00000010,8.4e-05,1460,21357,0.0,0.0,0.0,0.0,1,0,0,0,0,0,20,32:ad:01:00:42:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:31:30:2f:64:61:74:61:2f:34:36:34:39:2f:31:30:30:30:30:12:29:31:38:33:66:41:64:64:32:42:34:61:33:30:44:63:31:31:61:31:43:37:65:46:36:38:41:62:45:66:32:45:31:66:41:37:31:33:61:65:33:30:62:36:62:35:44:63:46:35:31:44:36:37:37:32:30:34:42:41:35:44:64:35:33:33:43:63:30:34:42:33:43:63:45:31:41:31:63:61:61:33:31:36:62:39:38:38:36:42:32:61:43:35:32:33:61:35:45:44:61:45:63:41:32:ab:01:00:42:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:31:30:2f:64:61:74:61:2f:34:36:35:30:2f:31:30:30:30:30:12:2a:39:66:37:36:31:41:63:61:46:30:38:63:44:44:62:65:41:64:38:30:45:36:38:66:38:64:37:33:33:33:39:44:63:37:37:36:37:38:43:65:39:41:45:44:64:42:66:63:38:30:39:63:30:30:61:61:36:45:30:66:35:39:41:65:32:41:31:43:45:63:33:34:30:36:66:64:31:37:61:66:36:42:44:41:33:44:61:45:42:44:36:31:44:35:37:36:63:62:32:64:63:32:a5:01:00:42:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:31:30:2f:64:61:74:61:2f:34:36:35:31:2f:31:30:30:30:30:12:2b:33:66:33:34:43:30:44:35:37:39:31:63:66:46:46:66:38:45:38:65:38:35:39:33:46:46:32:63:64:37:61:66:62:45:45:64:34:43:30:61:39:42:61:45:35:37:45:32:62:37:30:44:43:61:35:43:62:44:30:65:38:62:35:42:32:65:61:31:64:46:64:32:64:36:44:42:66:39:37:35:39:66:62:30:65:44:37:38:36:33:35:66:32:34:36:32:af:01:00:42:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:31:30:2f:64:61:74:61:2f:34:36:35:32:2f:31:30:30:30:30:12:2c:42:62:36:62:35:34:39:44:64:39:62:46:44:35:39:66:66:61:34:41:64:46:43:46:44:34:37:37:39:62:30:63:32:33:45:34:31:41:66:39:34:64:30:42:43:36:61:41:65:44:42:64:35:36:33:64:42:62:62:63:62:66:44:46:41:46:62:46:66:65:36:41:65:42:45:34:38:38:39:44:38:34:45:62:44:43:34:32:33:37:39:62:36:63:31:45:64:32:31:41:36:39:64:65:33:32:ad:01:00:42:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:31:30:2f:64:61:74:61:2f:34:36:35:33:2f:31:30:30:30:30:12:2d:43:38:30:42:66:61:33:37:36:35:44:44:43:62:31:42:44:63:62:37:46:43:62:46:61:45:44:64:46:61:35:39:33:39:34:38:39:66:31:44:37:61:37:31:31:65:61:37:38:34:46:35:33:30:63:66:61:39:46:61:62:32:34:66:34:66:31:37:35:38:39:43:66:37:42:42:62:31:63:45:38:62:35:42:39:30:31:63:62:34:43:64:36:32:64:34:66:62:31:32:44:41:33:32:b0:01:00:42:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:31:30:2f:64:61:74:61:2f:34:36:35:34:2f:31:30:30:30:30:12:2e:45:44:30:39:34:32:45:41:63:64:46:38:38:65:64:39:43:41:31:34:37:44:61:41:45:33:31:32:42:35:37:31:45:34:31:30:65:30:65:34:31:39:33:30:37:45:42:44:36:45:31:36:34:62:43:65:45:38:34:42:61:33:30:46:66:31:32:61:38:35:64:46:62:39:34:45:33:34:32:44:38:41:42:31:39:32:61:32:63:45:44:30:30:35:63:30:37:34:37:34:66:44:30:65:32:43:32:a8:01:00:42:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:31:30:2f:64:61:74:61:2f:34:36:35:35:2f:31:30:30:30:30:12:2f:31:64:36:33:42:63:33:41:31:37:31:41:44:30:43:32:61:63:30:33:42:46:62:44:65:46:34:36:62:62:34:32:65:38:66:44:46:45:36:39:38:38:63:44:32:63:37:34:38:33:63:39:65:65:36:31:38:66:63:33:44:45:35:32:46:63:66:61:41:42:62:38:43:37:64:34:39:62:37:42:38:61:64:42:36:31:63:31:43:61:43:35:66:35:32:34:42:66:32:a4:01:00:42:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:31:30:2f:64:61:74:61:2f:34:36:35:36:2f:31:30:30:30:30:12:30:41:61:41:33:32:62:36:65:64:39:62:36:35:66:30:43:33:42:64:61:46:44:39:37:62:61:38:31:42:63:45:62:33:30:43:41:33:41:42:36:64:31:30:43:31:46:66:32:42:62:46:45:46:38:63:63:35:36:39:44:65:30:46:61:42:46:61:36:37:39:32:34:65:62:64:44:41:34:42:42:33:36:31:32:62:65:39:41:30:31:45:45:44:36:32:ac:01:00:42:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:31:30:2f:64:61:74:61:2f:34:36:35:37:2f:31:30:30:30:30,176.0,4095,0x0000c1fd,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,173.0,183fAdd2B4a30Dc11a1C7eF68AbEf2E1fA713ae30b6b5DcF51D677204BA5Dd533Cc04B3CcE1A1caa316b9886B2aC523a5EDaEcA,3.0,1.0,0.0,mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4649/10000,66.0,0.0,0.0,6,64,Attack,1
0.000109,6212.03647,86,10.5.126.148,10.5.126.56,37701,1883,0x00000018,1.989464,18,211,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:37:34,18.0,512,0x0000110f,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,16.0,74.0,3.0,0.0,0.0,Pulsoximeter,12.0,0.0,0.0,6,64,patientMonitoring,0
4e-06,120.541002,68,192.168.1.91,192.168.1.90,1883,50591,0x00000018,0.002229,14,36,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,30:0c:00:06:54:6f:70:69:63:31:74:65:73:74,14.0,513,0x0000ce35,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,12.0,test,3.0,0.0,0.0,Topic1,6.0,0.0,0.0,6,128,Attack,1
6.4e-05,1940.247342,84,10.5.150.154,10.5.150.109,41731,1883,0x00000018,5.000138,16,69,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0e:00:09:42:61:72:6f:6d:65:74:65:72:39:37:37,16.0,512,0x00004148,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,14.0,977.0,3.0,0.0,0.0,Barometer,9.0,0.0,0.0,6,64,environmentMonitoring,0
0.0019379999999999,6.641315,221,192.168.1.90,192.168.1.91,54563,1883,0x00000018,0.0019379999999999,167,2581,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,32:a4:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:36:34:35:2f:31:30:30:30:30:02:85:33:36:35:63:41:65:63:61:63:39:33:38:64:42:46:63:45:42:35:42:30:35:32:30:63:46:64:63:45:42:30:39:44:38:45:34:63:66:66:64:32:33:63:45:63:35:38:66:33:36:35:44:35:31:43:31:41:36:62:36:35:34:62:63:63:64:45:38:30:43:64:36:63:66:45:65:62:45:45:33:34:32:39:32:64:41:34:37:34:66:30:31:45:33:39:43,167.0,4096,0x0000853c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,164.0,365cAecac938dBFcEB5B0520cFdcEB09D8E4cffd23cEc58f365D51C1A6b654bccdE80Cd6cfEebEE34292dA474f01E39C,3.0,1.0,0.0,mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/645/10000,64.0,0.0,0.0,6,64,Attack,1
0.000229,8.628012,60,192.168.1.91,192.168.1.90,1883,54566,0x00000018,0.001088,4,313365,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,40:02:07:1e,4.0,513,0x00003517,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
7.5e-05,4577.03246,77,10.5.126.167,10.5.126.56,33251,1883,0x00000018,2.000084,9,157,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:33,9.0,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,7.0,53.0,3.0,0.0,0.0,EMG,3.0,0.0,0.0,6,64,patientMonitoring,0
2.8e-05,1179.820748,80,10.5.126.132,10.5.126.84,34215,1883,0x00000018,2.999843,12,43,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0a:00:05:43:6f:47:61:73:31:36:34,12.0,512,0x00001115,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,10.0,164.0,3.0,0.0,0.0,CoGas,5.0,0.0,0.0,6,64,environmentMonitoring,0
1e-06,15.644173,60,192.168.1.91,192.168.1.90,1883,54542,0x00000018,1e-06,4,947642,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,40:02:15:86,4.0,4106,0x0000fe1d,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
2.8e-05,1600.246354,72,10.5.150.109,10.5.150.157,1883,44853,0x00000018,2.8e-05,4,5964,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:08:56,4.0,512,0x0000413f,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
0.000128,6290.042786,86,10.5.126.168,10.5.126.56,35357,1883,0x00000018,1.994308,18,213,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:37:36,18.0,512,0x00001123,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,16.0,76.0,3.0,0.0,0.0,Pulsoximeter,12.0,0.0,0.0,6,64,patientMonitoring,0
